category,district,constituency,candidate_name,party,votes,total_votes,share_votes,unopposed
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,GANDO FRED,INDEPENDENT,802,27845,0.028802298,0
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,BWIRE JOHN KURAGA,JEEMA,687,27845,0.024672292,0
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,EGESSA JOAN OCHEN,INDEPENDENT,508,27845,0.018243849,0
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,OGUTI MARTIN,INDEPENDENT,484,27845,0.017381936,0
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,MAYENDE PATRICK,INDEPENDENT,407,27845,0.014616628,0
Directly Elected MP,NAMAYINGO,NAMAYINGO SOUTH COUNTY,NABWIRE JULIET WANDERA,INDEPENDENT,232,27845,0.008331837,0
Directly Elected MP,NAMISINDWA,BUBULO EAST COUNTY,MUSILA JOHN,INDEPENDENT,23876,36333,0.657143652,0
Directly Elected MP,NAMISINDWA,BUBULO EAST COUNTY,MATAYA RICHARD,NRM,11569,36333,0.318415761,0
Directly Elected MP,NAMISINDWA,BUBULO EAST COUNTY,WATAKA NATHAN,NUP,487,36333,0.013403793,0
Directly Elected MP,NAMISINDWA,BUBULO EAST COUNTY,NYOTE DAVID INNOCENT,FDC,401,36333,0.011036798,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,MASIKA APOLLO,NRM,10230,20744,0.493154645,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,WAMELI ANTHONY YEBOAH,NUP,4047,20744,0.195092559,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,NAKHABALA WILBROAD WANDENDE,INDEPENDENT,4041,20744,0.194803312,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,WOPUWA JOHN BOSCO MUPUYA,INDEPENDENT,1652,20744,0.079637483,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,KUTOSI ROGERS KHABUSI,INDEPENDENT,476,20744,0.022946395,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,MULYALYA STEPHEN,FDC,183,20744,0.008821828,0
Directly Elected MP,NAMISINDWA,NAMISINDWA COUNTY,MWELU STEPHEN LUKUNYU,INDEPENDENT,115,20744,0.005543772,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,NAMUGANZA PERSIS PRINCESS,NRM,10955,22429,0.488430172,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,MAGANDA EMMANUEL KATOKO,INDEPENDENT,10370,22429,0.462347865,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,KAPYATA DENNIS,INDEPENDENT,590,22429,0.02630523,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,KIWANUKA ABDU,NUP,423,22429,0.018859513,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,MUKOSE MOSES YONAH,FDC,64,22429,0.002853449,0
Directly Elected MP,NAMUTUMBA,BUKONO COUNTY,MUYINDA PHILIP,DP,27,22429,0.001203799,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,AKAMBA PAUL,NRM,19470,33539,0.580518186,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,KASIISA FRED,INDEPENDENT,8174,33539,0.24371627,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,DABADA YUSUFU,NUP,4560,33539,0.135961115,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,MUKOSE MOSES MUTABAALI,INDEPENDENT,332,33539,0.009898923,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,BASUTA IBRAHIM,INDEPENDENT,294,33539,0.008765914,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,IVAIBI HENRY,INDEPENDENT,244,33539,0.007275112,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,WAKIKU LATIFU,INDEPENDENT,208,33539,0.006201735,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,MUYINDA LASULI KIIRYA,INDEPENDENT,140,33539,0.004174245,0
Directly Elected MP,NAMUTUMBA,BUSIKI COUNTY,TALIKULA GODFREY,FDC,117,33539,0.003488476,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,KAYOGERA YONA,NRM,5069,13676,0.370649308,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,ASUPASA ISIKO WILSON MPONGO,INDEPENDENT,3081,13676,0.225285172,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,MUGOYA SEDURAKI,INDEPENDENT,1816,13676,0.132787362,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,MUWANGUZI WILLY GEOFREY,INDEPENDENT,1393,13676,0.101857267,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,BALIGASIMA HERBERT,INDEPENDENT,1096,13676,0.08014039,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,OBICHO EDWARD,INDEPENDENT,422,13676,0.030856976,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,MUKISA GODFREY,INDEPENDENT,398,13676,0.029102076,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,WANTE JAMALI LWANGA,FDC,161,13676,0.011772448,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,MAKA PAUL,INDEPENDENT,125,13676,0.009140099,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,MUGABI NOAH,ANT,79,13676,0.005776543,0
Directly Elected MP,NAMUTUMBA,BUSIKI NORTH COUNTY,KIBWIKA RICHARD,DP,36,13676,0.002632349,0
Directly Elected MP,NAPAK,BOKORA COUNTY,NGOYA JOHN BOSCO,NRM,10723,17214,0.622923195,0
Directly Elected MP,NAPAK,BOKORA COUNTY,ACHIA TERENCE NACO,INDEPENDENT,6491,17214,0.377076805,0
Directly Elected MP,NAPAK,BOKORA EAST COUNTY,LOCHAP PETERKHEN,NRM,13673,17757,0.77000618,0
Directly Elected MP,NAPAK,BOKORA EAST COUNTY,APUUN PATRICK LONGOLI,INDEPENDENT,4084,17757,0.229993805,0
Directly Elected MP,NEBBI,NEBBI MUNICIPALITY,HASHIM SULAIMAN,NRM,4949,10341,0.478580415,0
Directly Elected MP,NEBBI,NEBBI MUNICIPALITY,ONEGA ROBERT,FDC,4472,10341,0.432453334,0
Directly Elected MP,NEBBI,NEBBI MUNICIPALITY,OLAR RONALD ALFRED,INDEPENDENT,675,10341,0.065274149,0
Directly Elected MP,NEBBI,NEBBI MUNICIPALITY,RUVA DENIS DONGE,INDEPENDENT,183,10341,0.017696548,0
Directly Elected MP,NEBBI,NEBBI MUNICIPALITY,OSAGA PATRICK JALACIDA,NUP,62,10341,0.005995552,0
Directly Elected MP,NEBBI,PADYERE COUNTY,OTIMGIW ISAAC ISMAIL,NRM,28060,59582,0.470947593,0
Directly Elected MP,NEBBI,PADYERE COUNTY,ANYWARACH JOSHUA CARTER,INDEPENDENT,22730,59582,0.381491065,0
Directly Elected MP,NEBBI,PADYERE COUNTY,OPIO DERRICK UKUMU,INDEPENDENT,2258,59582,0.037897352,0
Directly Elected MP,NEBBI,PADYERE COUNTY,JALUM HENRY,FDC,1875,59582,0.031469237,0
Directly Elected MP,NEBBI,PADYERE COUNTY,PITHUA GERALD,INDEPENDENT,1386,59582,0.023262059,0
Directly Elected MP,NEBBI,PADYERE COUNTY,OCUL GEOFFREY OKUMU,DP,1045,59582,0.017538855,0
Directly Elected MP,NEBBI,PADYERE COUNTY,MANANO CLAUDE,EPU,777,59582,0.013040851,0
Directly Elected MP,NEBBI,PADYERE COUNTY,AKENDA BENSON ULAMA,INDEPENDENT,761,59582,0.012772314,0
Directly Elected MP,NEBBI,PADYERE COUNTY,KUMAKECH WILFRED,NUP,690,59582,0.011580679,0
Directly Elected MP,NGORA,KAPIR COUNTY,ISAMAT ABRAHAM,NRM,7703,17072,0.451206654,0
Directly Elected MP,NGORA,KAPIR COUNTY,EGUNYU AKIROR JANE FRANCES AGNES,INDEPENDENT,5065,17072,0.296684623,0
Directly Elected MP,NGORA,KAPIR COUNTY,OKURUT DAVID LIVINGSTONE,FDC,2214,17072,0.129686043,0
Directly Elected MP,NGORA,KAPIR COUNTY,EUMU BENARD,INDEPENDENT,1632,17072,0.095595129,0
Directly Elected MP,NGORA,KAPIR COUNTY,OLEJA JAMES,INDEPENDENT,329,17072,0.019271322,0
Directly Elected MP,NGORA,KAPIR COUNTY,OPOLOT GABRIEL ONONGE,INDEPENDENT,129,17072,0.007556233,0
Directly Elected MP,NGORA,NGORA COUNTY,ACHAYO JULIET LODOU,NRM,9517,19655,0.484202504,0
Directly Elected MP,NGORA,NGORA COUNTY,ABALA DAVID,INDEPENDENT,9226,19655,0.469397098,0
Directly Elected MP,NGORA,NGORA COUNTY,EPETAIT FRANCIS,FDC,395,19655,0.020096667,0
Directly Elected MP,NGORA,NGORA COUNTY,ONGODIA PATRICK,INDEPENDENT,386,19655,0.019638769,0
Directly Elected MP,NGORA,NGORA COUNTY,OLUPOT ISAAC,INDEPENDENT,76,19655,0.003866701,0
Directly Elected MP,NGORA,NGORA COUNTY,ARIKU SILVER,NUP,55,19655,0.00279827,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,RWEMULIKYA IBANDA,INDEPENDENT,10884,21572,0.504542947,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,BAHINDUKA MUGARRA MARTIN,NRM,9963,21572,0.461848706,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,BALINDA MOSES,INDEPENDENT,375,21572,0.017383646,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,ASIIMWE MUKWENDA WILFRED BERNARD,DP,195,21572,0.009039496,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,KAIJA NIKOLAS,FDC,89,21572,0.004125718,0
Directly Elected MP,NTOROKO,NTOROKO COUNTY,MUSUBULYA DAVID,ANT,66,21572,0.003059522,0
Directly Elected MP,NTUNGAMO,KAJARA COUNTY,TIMUZIGU KAMUGISHA MICHAEL,NRM,23471,34326,0.683767378,0
Directly Elected MP,NTUNGAMO,KAJARA COUNTY,ATUMANYA ELIAKIM,INDEPENDENT,6719,34326,0.195740834,0
Directly Elected MP,NTUNGAMO,KAJARA COUNTY,BARYAHABWE NABOTH,ANT,1771,34326,0.051593546,0
Directly Elected MP,NTUNGAMO,KAJARA COUNTY,MUTESA ALEX,FDC,1497,34326,0.043611258,0
Directly Elected MP,NTUNGAMO,KAJARA COUNTY,MUHANGI ROBERT,INDEPENDENT,868,34326,0.025286954,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,MUSINGUZI YONA,NRM,3278,6618,0.49531582,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,KARUHANGA GERALD KAFUREEKA,ANT,2422,6618,0.365971595,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,BEYENDEZA EDWARD,INDEPENDENT,463,6618,0.069960713,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,BISHANGA MOSES,INDEPENDENT,349,6618,0.052734964,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,RUMANZI PEREZ,FDC,69,6618,0.010426111,0
Directly Elected MP,NTUNGAMO,NTUNGAMO MUNICIPALITY,AMPEREZA HILLARY,INDEPENDENT,37,6618,0.005590813,0
Directly Elected MP,NTUNGAMO,RUHAAMA COUNTY,NKWASIIBWE ZINKURATIRE HENRY,NRM,47203,57484,0.821150243,0
Directly Elected MP,NTUNGAMO,RUHAAMA COUNTY,MUCUREEZI GERALD,ANT,7407,57484,0.128853247,0
Directly Elected MP,NTUNGAMO,RUHAAMA COUNTY,KAMARADI GUARD,INDEPENDENT,1442,57484,0.025085241,0
Directly Elected MP,NTUNGAMO,RUHAAMA COUNTY,NUWAGABA ISAAC,FDC,1432,57484,0.024911279,0
Directly Elected MP,NTUNGAMO,RUHAAMA EAST COUNTY,KAMUKAMA BENJAMIN,NRM,24417,35292,0.691856503,0
Directly Elected MP,NTUNGAMO,RUHAAMA EAST COUNTY,NAMANYA SANTURINA KAKYENE,INDEPENDENT,10875,35292,0.308143497,0
Directly Elected MP,NTUNGAMO,RUSHENYI COUNTY,KABASHARIRA NAOME,INDEPENDENT,22152,42014,0.527252793,0
Directly Elected MP,NTUNGAMO,RUSHENYI COUNTY,MWESIGWA RUKUTANA,NRM,19417,42014,0.462155461,0
Directly Elected MP,NTUNGAMO,RUSHENYI COUNTY,KAHUMUZA ELICK,INDEPENDENT,229,42014,0.005450564,0
Directly Elected MP,NTUNGAMO,RUSHENYI COUNTY,BIMANYWARUHANGA BENJAMIN,FDC,216,42014,0.005141143,0
Directly Elected MP,NWOYA,NWOYA COUNTY,AWANY TONY,NRM,7294,13493,0.540576577,0
Directly Elected MP,NWOYA,NWOYA COUNTY,OKELLO PATRICK ORYEMA,INDEPENDENT,5165,13493,0.382791072,0
Directly Elected MP,NWOYA,NWOYA COUNTY,ONONO FRED,DP,642,13493,0.047580227,0
Directly Elected MP,NWOYA,NWOYA COUNTY,OOLA SAMUEL,ANT,392,13493,0.029052101,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OKELLO GEOFREY CHARLES,DP,3856,12196,0.316169232,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OYET SIMON,FDC,3141,12196,0.257543445,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OCEN KENNETH OBWOT,NRM,2711,12196,0.222286001,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,LUNGAJUL JUSTINE OLOYA,INDEPENDENT,1028,12196,0.084289931,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,LOUM PATRICK,NUP,449,12196,0.036815349,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OOLA JULIUS PETER KAKAYE,INDEPENDENT,306,12196,0.025090193,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,MWAKA GEORGE WILLIAM,INDEPENDENT,206,12196,0.016890785,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OJOK EDWARD,INDEPENDENT,204,12196,0.016726796,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OPENJURU MAXWELL GODWIN LADAAH,INDEPENDENT,171,12196,0.014020991,0
Directly Elected MP,NWOYA,NWOYA EAST COUNTY,OKUMU MARTIN,ANT,124,12196,0.010167268,0
Directly Elected MP,OBONGI,OBONGI COUNTY,BHOKA DIDI GEORGE,NRM,6726,12694,0.529856622,0
Directly Elected MP,OBONGI,OBONGI COUNTY,FUNGAROO KAPS HASSAN,FDC,5968,12694,0.470143378,0
Directly Elected MP,OMORO,OMORO COUNTY,OULANYAH JACOB L'OKORI,NRM,12373,20399,0.606549323,0
Directly Elected MP,OMORO,OMORO COUNTY,OLAL ANDREW P'OBONG,INDEPENDENT,5935,20399,0.290945649,0
Directly Elected MP,OMORO,OMORO COUNTY,ODONGA TERENCE,FDC,1221,20399,0.059855875,0
Directly Elected MP,OMORO,OMORO COUNTY,OKOTH SECONDO ABOK,NUP,452,20399,0.022157948,0
Directly Elected MP,OMORO,OMORO COUNTY,OKELLO JULIUS OPIRA,ANT,212,20399,0.010392666,0
Directly Elected MP,OMORO,OMORO COUNTY,OLWENY HILLARY BANYA,INDEPENDENT,206,20399,0.010098535,0
Directly Elected MP,OMORO,TOCHI COUNTY,OKOT PETER,DP,8150,15181,0.53685528,0
Directly Elected MP,OMORO,TOCHI COUNTY,OBUTU FRANCIS,NRM,4458,15181,0.293656558,0
Directly Elected MP,OMORO,TOCHI COUNTY,OTIM LAKER EVELYN,INDEPENDENT,1347,15181,0.088729329,0
Directly Elected MP,OMORO,TOCHI COUNTY,OMULE GEOFFREY,INDEPENDENT,1226,15181,0.08075884,0
Directly Elected MP,OTUKE,OTUKE COUNTY,OMARA PAUL,INDEPENDENT,6681,14971,0.446262777,0
Directly Elected MP,OTUKE,OTUKE COUNTY,OMARA RICHARD,NRM,6442,14971,0.430298567,0
Directly Elected MP,OTUKE,OTUKE COUNTY,OTIM MOSES AUGUSTINE,UPC,1369,14971,0.091443457,0
Directly Elected MP,OTUKE,OTUKE COUNTY,OBONG DANIEL,INDEPENDENT,391,14971,0.026117159,0
Directly Elected MP,OTUKE,OTUKE COUNTY,OKWANGA GEOFFREY DICK,FDC,88,14971,0.005878031,0
Directly Elected MP,OTUKE,OTUKE EAST COUNTY,ACON JULIUS BUA,NRM,9396,17849,0.526416063,0
Directly Elected MP,OTUKE,OTUKE EAST COUNTY,OMARA ATUBO DANIEL,INDEPENDENT,6185,17849,0.34651801,0
Directly Elected MP,OTUKE,OTUKE EAST COUNTY,OGWAL JACINTO DEUSDEDIT,INDEPENDENT,2073,17849,0.116140962,0
Directly Elected MP,OTUKE,OTUKE EAST COUNTY,OKELLO LEO MAWA,NUP,195,17849,0.010924982,0
Directly Elected MP,OYAM,OYAM COUNTY NORTH,OKELLO CHARLES PATRICK ENGOLA MACODWOGO,NRM,22895,48822,0.468948424,0
Directly Elected MP,OYAM,OYAM COUNTY NORTH,APIO EUNICE,UPC,17114,48822,0.350538701,0
Directly Elected MP,OYAM,OYAM COUNTY NORTH,AYENA KRISPUS CHARLES,INDEPENDENT,8498,48822,0.174060881,0
Directly Elected MP,OYAM,OYAM COUNTY NORTH,OBOKE HENRY EDONGA,INDEPENDENT,175,48822,0.00358445,0
Directly Elected MP,OYAM,OYAM COUNTY NORTH,NAM JOE,INDEPENDENT,140,48822,0.00286756,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,AMONGI BETTY ONGOM,UPC,27024,50271,0.537566364,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,QUEEN DOROTHY AMOLO,INDEPENDENT,14883,50271,0.296055377,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,OBONG PATRICK,NRM,5504,50271,0.10948658,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,OTTO ISHAA AMIZA,INDEPENDENT,1205,50271,0.023970082,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,ODONGO WILLY,INDEPENDENT,1032,50271,0.020528734,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,AWUKO BENARD,INDEPENDENT,358,50271,0.007121402,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,OKECH ALFRED,FDC,140,50271,0.002784906,0
Directly Elected MP,OYAM,OYAM COUNTY SOUTH,ODONG GODFREY,INDEPENDENT,125,50271,0.002486523,0
Directly Elected MP,PADER,ARUU COUNTY,KOMAKECH CHRISTOPHER,INDEPENDENT,9796,19571,0.500536501,0
Directly Elected MP,PADER,ARUU COUNTY,ODONGA OTTO,UEP,6199,19571,0.316744149,0
Directly Elected MP,PADER,ARUU COUNTY,ACENG HELLEN,NRM,2892,19571,0.14776966,0
Directly Elected MP,PADER,ARUU COUNTY,OCHORA CHARLES,NUP,300,19571,0.015328803,0
Directly Elected MP,PADER,ARUU COUNTY,ODONG JUSTINE,FDC,164,19571,0.008379745,0
Directly Elected MP,PADER,ARUU COUNTY,OKELLO DENIS GODWINS,DP,150,19571,0.007664402,0
Directly Elected MP,PADER,ARUU COUNTY,ODONG DAVID LIVINGSTONE,ANT,70,19571,0.003576721,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,OKOT SANTA,PPP,9498,25854,0.367370605,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,ACHIRO LUCY OTIM,INDEPENDENT,8492,25854,0.328459799,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,OCHEN JULIUS PETER,NRM,6413,25854,0.248046726,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,ONYANGO GEORGE WILLIAMS,INDEPENDENT,528,25854,0.020422371,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,ONEN BERNARD OKENY,FDC,495,25854,0.019145973,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,LAGORO LING ROBERT,UPC,248,25854,0.009592326,0
Directly Elected MP,PADER,ARUU NORTH COUNTY,MWAKA CHARLES,DP,180,25854,0.006962172,0
Directly Elected MP,PAKWACH,JONAM COUNTY,ONGIERTHO EMMANUEL JOR,FDC,23840,48806,0.488464534,0
Directly Elected MP,PAKWACH,JONAM COUNTY,JACHAN FRED OMACH MANDIR,NRM,21586,48806,0.442281693,0
Directly Elected MP,PAKWACH,JONAM COUNTY,OFOI SHABAN,INDEPENDENT,2446,48806,0.050116789,0
Directly Elected MP,PAKWACH,JONAM COUNTY,ALENYO MARSHALL GODFREY,INDEPENDENT,934,48806,0.019136991,0
Directly Elected MP,PALLISA,AGULE COUNTY,OGWARI POLYCARP,INDEPENDENT,7190,17487,0.411162585,0
Directly Elected MP,PALLISA,AGULE COUNTY,OCHWA DAVID,NRM,6908,17487,0.39503631,0
Directly Elected MP,PALLISA,AGULE COUNTY,OBEKE ADAM,INDEPENDENT,2430,17487,0.138960376,0
Directly Elected MP,PALLISA,AGULE COUNTY,OMAGOR ANDREW EROKODE,FDC,740,17487,0.042317148,0
Directly Elected MP,PALLISA,AGULE COUNTY,AISU GODWIN ISAAC,DP,115,17487,0.006576314,0
Directly Elected MP,PALLISA,AGULE COUNTY,EMUGE JAMES,INDEPENDENT,104,17487,0.005947275,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,ORONE DERRICK,NRM,6280,17511,0.35863173,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,BANTALIB ISSA TALIGOLA,INDEPENDENT,6214,17511,0.35486266,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,MUKULA FRANCIS,INDEPENDENT,3687,17511,0.210553363,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,BONA GERALD,INDEPENDENT,699,17511,0.039917767,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,OURUM OKIROR SAM,INDEPENDENT,464,17511,0.02649763,0
Directly Elected MP,PALLISA,GOGONYO COUNTY,EMURWON MICHAEL,FDC,167,17511,0.009536862,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OSEKU RICHARD ORIEBO,NRM,5837,11576,0.504232883,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OKIA LAMBERT,INDEPENDENT,3423,11576,0.295697987,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OKWI CONSTANTINE,INDEPENDENT,1092,11576,0.094333105,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OLEBO EMMANUEL,FDC,560,11576,0.048375949,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OKIROR FIDEL,INDEPENDENT,448,11576,0.038700759,0
Directly Elected MP,PALLISA,KIBALE COUNTY,KASAJJA DEOGRATIUS,INDEPENDENT,164,11576,0.014167243,0
Directly Elected MP,PALLISA,KIBALE COUNTY,OLUPOT CHARLES,INDEPENDENT,52,11576,0.004492052,0
Directly Elected MP,PALLISA,PALLISA COUNTY,OTUKOL SAM,NRM,15119,38119,0.396626353,0
Directly Elected MP,PALLISA,PALLISA COUNTY,IBRAHIM IBRAHIM AISU,INDEPENDENT,10607,38119,0.278260171,0
Directly Elected MP,PALLISA,PALLISA COUNTY,OPOLOT JACOB RICHARDS,INDEPENDENT,6918,38119,0.181484297,0
Directly Elected MP,PALLISA,PALLISA COUNTY,SIRANDA GERALD BLACKS,DP,2972,38119,0.07796637,0
Directly Elected MP,PALLISA,PALLISA COUNTY,OPEDUN JAMES,INDEPENDENT,1533,38119,0.040216167,0
Directly Elected MP,PALLISA,PALLISA COUNTY,KATEU GODFREY,NUP,543,38119,0.014244865,0
Directly Elected MP,PALLISA,PALLISA COUNTY,OWAKO MARTIN,FDC,266,38119,0.006978147,0
Directly Elected MP,PALLISA,PALLISA COUNTY,DAVID PANDE,INDEPENDENT,161,38119,0.004223615,0
Directly Elected MP,RAKAI,BUYAMBA COUNTY,SSEMWANGA GYAVIIRA,NRM,,,,1
Directly Elected MP,RAKAI,KOOKI COUNTY,NINSIIMA BOAZ KASIRABO,NRM,29587,44162,0.669965148,0
Directly Elected MP,RAKAI,KOOKI COUNTY,NDINAIWE HENRY,NUP,9300,44162,0.210588291,0
Directly Elected MP,RAKAI,KOOKI COUNTY,MPUUGA DAVID,INDEPENDENT,5275,44162,0.119446583,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,MUSASIZI HENRY ARIGANYIRA,NRM,17502,35367,0.4948681,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,JOGO KENETH BIRYABAREMA,INDEPENDENT,16892,35367,0.477620393,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,BYARUHANGA BRUNNEL ACHILLES,INDEPENDENT,701,35367,0.019820737,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,KAMUGISHA HENRY,INDEPENDENT,221,35367,0.006248763,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,MBABAZI BENJAMIN,FDC,32,35367,0.000904798,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY EAST,AYEBARE JASPER,NUP,19,35367,0.000537224,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY WEST,KAMUNTU MOSES,INDEPENDENT,22238,42909,0.518259585,0
Directly Elected MP,RUBANDA,RUBANDA COUNTY WEST,SABIITI DENIS BAMWOYA NDYANABO,NRM,20671,42909,0.481740415,0
Directly Elected MP,RUBIRIZI,BUNYARUGURU COUNTY,TWESIGYE JOHN NTAMUHIIRA,NRM,13036,25722,0.506803513,0
Directly Elected MP,RUBIRIZI,BUNYARUGURU COUNTY,CADET BENJAMIN,INDEPENDENT,12428,25722,0.483166158,0
Directly Elected MP,RUBIRIZI,BUNYARUGURU COUNTY,AINEBYONA SULAITI,INDEPENDENT,109,25722,0.004237618,0
Directly Elected MP,RUBIRIZI,BUNYARUGURU COUNTY,MUGISHA VINCENT,FDC,105,25722,0.004082109,0
Directly Elected MP,RUBIRIZI,BUNYARUGURU COUNTY,BYOMUGABE NATHAN,ANT,44,25722,0.001710598,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,KATO MUHAMMED,NRM,12213,22607,0.54023093,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,KATOTO HATWIB,INDEPENDENT,9302,22607,0.411465466,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,MATSIKO STEPHENS KIWEKA,INDEPENDENT,563,22607,0.024903791,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,NDINAWE DANIEL,INDEPENDENT,328,22607,0.01450878,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,KABAGAMBE SWAMADU,INDEPENDENT,139,22607,0.006148538,0
Directly Elected MP,RUBIRIZI,KATERERA COUNTY,AMPAIRE BRIAN GEORGE,ANT,62,22607,0.002742513,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,NDYOMUGYENYI ROLAND,INDEPENDENT,10911,38797,0.281233072,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,KAKURU ADISON,NRM,10550,38797,0.271928251,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,KABAFUNZAKI HERBERT,INDEPENDENT,9623,38797,0.248034641,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,BESIGYE LASTONE,INDEPENDENT,6964,38797,0.179498419,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,NEBYE STEVEN RUTARO,FDC,628,38797,0.016186818,0
Directly Elected MP,RUKIGA,RUKIGA COUNTY,MUSINGUZI ELIAS BRIAN,INDEPENDENT,121,38797,0.003118798,0
